source_id,section_id,grade,verification,role,accepted_claim,evidence_boundary,original_followup,status,review_file
B0011,14.2,C,V2,interaction_design_history,交互设计从桌面软件到移动应用再到网页服务的历史演变——交互范式演进,历史综述（2014）；演变细节以专史为准,Ch1分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-016-CH14-DIGITAL\mappings\B0011_章节映射.csv
B0011,14.3,B,V2,goal_directed_design,目标导向设计（Goal-Directed Design）：人物模型（Personas）、场景剧本、设计研究（民族志访谈）——交互设计方法经典,方法手册（2014四版）；人物模型方法的批评回应为作者论述,Ch1-3分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-016-CH14-DIGITAL\mappings\B0011_章节映射.csv
B0011,14.6,B,V2,interaction_design_principles,交互设计价值观与原则：数字礼仪、消除负担性工作（Excise）、隐喻与习惯用法、错误预防——设计系统与界面规范,设计原则（2014）；原则的行业采用以专史为准,第二部分分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-016-CH14-DIGITAL\mappings\B0011_章节映射.csv
B0013,0.4,B,V2,photographs_as_historical_artifacts,本书展示照片作为人工物的史料生成机制：图版附相机/镜头/底片/出版展览史，记录已消失建筑，且作者自述修正过个别年代,技术数据来自家族档案与作者考订；照片内容判断须回图版实物,clean第5995行、第2704行、第3560行起附录,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0013_章节映射.csv
B0013,0.5,B,V2,photographs_as_object_evidence,摄影作品属对象证据：clean文本仅含文字描述与三语图注，视觉属性（角度、构图、光影、色调）必须以图版实物为准，文字不可替代图像,clean版无内嵌图像，对象证据核验须回纸质版图版；此为本书证据使用的固有边界,clean第1646—1653行、第3137—3156行等图版条目均无图像,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0013_章节映射.csv
B0013,0.6,B,V2,family_archive_bias_case,本书是亲属视角与家族档案型证据的典型样本：作者为罗德琴科之孙，具一手档案优势，同时对争议（白海运河政治犯、性格负面面）持温和辩护语调,辩护性在原文可查（clean第913—917行）；作为证据偏差教学案例价值高，引用时须标注视角与立场,clean第909—917行,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0013_章节映射.csv
B0013,3.3,B,V2,soviet_photomontage_lineage,罗德琴科蒙太奇自1922年Kino-Fot杂志拼贴实验起步，1923年经典蒙太奇成熟，构成苏联构成主义蒙太奇与达达蒙太奇并置参照的重要一脉,本书只述苏联脉络、未涉及达达；与达达的关系须另据3.3章其他来源建立,clean第245行、第253—254行、第1553—1600行,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0013_章节映射.csv
B0013,3.4,A,V2,core_primary_source,罗德琴科是俄国构成主义从纯艺术转向生产艺术与摄影的典型个案：1921年三色单色画终结架上绘画，1923年起以蒙太奇与摄影进入大众传播,家族专史，作者为罗德琴科之孙，具档案优势与辩护偏向；作品分期以家族档案为准,clean第245行、第583—585行、第3638—3641行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0013_章节映射.csv
B0013,3.4,A,V2,rodchenko_photography_periodization,罗德琴科摄影分期1924—1954：1924座机肖像与静物→1925便携相机户外系列→1928徕卡→1930s纪实（白海运河、体育检阅）,分期依据作者家族档案与附录图版技术目录；设备与年代对应为本书考订结论,clean第81行、第587—590行、第5865—5866行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0013_章节映射.csv
B0013,3.4,A,V2,constructivism_as_working_method,对罗德琴科而言构成主义不是风格标签，而是适用于任何媒介的“艺术家的劳动方法”（生产艺术），摄影是其构成主义方法的媒介延伸,属作者论述与罗德琴科自述的立场判断，非可独立验证的事实陈述,clean第583—585行、第603—604行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0013_章节映射.csv
B0013,3.6,A,V2,new_photography_angles,罗德琴科“从下向上/从上向下”极端视角是1920年代新摄影的核心实践，俄国称“Rodchenko foreshortening”；他批判传统平视“腹脐摄影”,引文为罗德琴科自述（转引自家族档案）；视觉效果须回图版核验，clean文本无图像,clean第137行、第636—641行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0013_章节映射.csv
B0013,3.6,A,V2,photomontage_visual_communication,罗德琴科将摄影蒙太奇发展为书籍、期刊、海报的视觉传播系统：马雅可夫斯基《关于此》（1923）、维尔托夫《电影眼》海报（1924）、沙吉尼扬《Mess-Mend》（1924）,图版编号、年代与工艺（石印5000份等）以本书图注为准；构图判断须回图版,clean第1641—1653行、第1686—1705行、第1712—1720行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0013_章节映射.csv
B0013,3.6,A,V2,photography_as_art_theory,罗德琴科1934年《摄影——艺术》主张摄影挣脱辅助地位、“值得作为今日之艺术”，是苏联新摄影独立地位的理论纲领,为艺术家宣言性文本，反映其立场而非客观事实；该文1971年才在《苏联摄影》首刊,clean第22—33行、第922—924行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0013_章节映射.csv
B0013,3.6,B,V2,photography_propaganda_ambivalence,1930年代罗德琴科纪实摄影（白海运河、《苏联在建设中》）处于纪实与宣传的模糊地带：审查下拍摄、底片全交检，作者承认其未提政治犯,白海运河的古拉格背景本书明载；囚犯规模等具体数据本书未提供，须外部史料补证,clean第856—870行、第909—917行、第3137—3156行,CONTEXT_ONLY,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-004-CH03-AVANTGARDE\mappings\B0013_章节映射.csv
B0015,12.7,C,V2,design_for_90_percent,"为""另外的90%""设计（全球贫困人口）：设计的社会责任面向——社会设计命题",作者倡导（2013）；90%人群设计实践的成效证据缺,Ch12分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-015-CH13-GLOBAL\mappings\B0015_章节映射.csv
B0015,13.2,C,V2,apple_paradigm,为何人人都想'做苹果'：商业典范讨论——品牌与设计的关系,评论性论述（2013）；Apple案例以企业档案为准,Ch5分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-015-CH13-GLOBAL\mappings\B0015_章节映射.csv
B0015,13.7,C,V2,design_as_change_agent,设计是变革的代理人：从秦始皇标准化到iPhone——设计文化通论（当代设计叙事）,设计评论（2013）；通论案例以专史互校,整体分析报告（Ch1）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-015-CH13-GLOBAL\mappings\B0015_章节映射.csv
B0016,16.3,A,V2,rhetoric_of_neutrality,'中立性修辞'（Kinross）：信息设计对功能性与简洁性的追求本身就是一种修辞立场而非价值无涉的透明呈现——16.3可见性政治关键,文集章节作者（Kinross）；命题有论证与档案支撑,分析报告（L4233-4237）,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0016_章节映射.csv
B0016,16.3,B,V2,transformer_isotype,Isotype'转换者'（Transformer）概念：将专业数据转化为公众可理解的视觉陈述；转换者是'公众的受托人'——16.3信息呈现责任,历史档案（Neurath/Isotype）；概念有史料支撑,分析报告（L2454-2456）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0016_章节映射.csv
B0016,16.3,C,V2,graphic_literacy,图形素养（Waller）：理解和运用图形手段进行有效沟通的能力，是功能性读写能力的基础——16.3信息素养,文集章节作者（Waller）；概念为理论主张,分析报告（L3934）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0016_章节映射.csv
B0017,15.1,C,V2,design_anthropology_field,设计人类学交汇地带：物质性、人与物交互、思辨设计与去殖民本体论设计——15.1批判性对象的理论语境,文集（2018）；交汇地带定位为编者立场,导论分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-017-CH15-SPECULATIVE\mappings\B0017_章节映射.csv
B0017,15.2,C,V2,speculative_futuring_anthropology,思辨未来原型制作（Hunt）与民族志方法——15.2设计虚构的人类学侧,章节案例（2018）；原型传播效果未核,Ch7分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-017-CH15-SPECULATIVE\mappings\B0017_章节映射.csv
B0017,15.7,C,V2,design_anthropology_global,"后数字时代的""非物设计""（物联网、移动金融）与去殖民语境中的设计实践——15.7多元世界的人类学侧",章节案例（2018）；案例成效以原项目为准,Ch10-14分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-017-CH15-SPECULATIVE\mappings\B0017_章节映射.csv
B0019,16.2,C,V2,user_construct_critique,'用户'概念是对人的行为主义窄化——以用户为中心的设计将人建构为可操控的反射束——16.2数据集用户建模批判,作者批判（2010）；行为主义窄化为论点,分析报告（L1-11）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0019_章节映射.csv
B0019,16.5,C,V2,engineered_subject,以用户为中心的设计浮现的'主体'是'工程化主体'——对刺激做出正确反应的个体（Redström）；用户友好性使价值观'自然化'（Dunne&Raby）——16.5人的控制权批判,作者批判（2010）；援引Redström/Dunne&Raby/Lupton,分析报告（L59）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0019_章节映射.csv
B0019,16.5,C,V2,affordance_ecology,可供性谱系：吉布森客观生态维度 vs 诺曼'感知可供性'窄化——设计生态与交互客体性（Latour）——16.5交互理论,作者理论（2010）；概念史梳理,分析报告（L31-67）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-021-CH16-DEEP\mappings\B0019_章节映射.csv
B0021,16.3,B,V2,democratic_rationalization,民主合理化：技术不是无法改变的宿命，而是充满政治斗争的曖昧场域——通过被支配者的参与重构技术体系——16.3平台治理替代方案,作者理论；民主合理化为核心主张,分析报告（L1069-1071等）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-020-CH16-GAP\mappings\B0021_章节映射.csv
B0021,16.3,B,V2,technical_code,技术代码（technical code）：设计决策中沉积的社会霸权；同一技术系统可以在不同霸权之间'倾斜'——16.3算法偏见结构分析,作者概念；技术代码为分析框架,分析报告,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-020-CH16-GAP\mappings\B0021_章节映射.csv
B0021,16.3,C,V2,margin_of_maneuver,操作余量/战术能动空间：被支配者在技术环境中利用计划的'粗糙性'赢得的局部自主行动空间——用户对抗平台治理的能动性,作者概念；战术能动性案例（Minitel、VAX Notes）为经验证据,分析报告（L879-887）,ACCEPTED_AS_SUPPORTING_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-020-CH16-GAP\mappings\B0021_章节映射.csv
B0022,2.5,C,V2,aesthetic_movement_precursor,唯美主义运动作为工艺美术运动平行线（Whistler孔雀厅、Liberty商店）：在缺乏Morris式政治关怀下推动室内简化与日本风格引入，为日后Art Nouveau铺路,clean第215行（1880s“Artistic”室内成为财富、地位与好品味标志）；Peacock Room与Liberty's具体段落行号未核验,回查clean第215行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-006-CH05-COMMERCIAL\mappings\B0022_章节映射.csv
B0022,5.1,A,V2,art_deco_interior_dimension,1925年巴黎博览会的Art Deco房间布置确立室内设计的装饰现代性：Ruhlmann大沙龙与百货公司展厅为风格制度化节点,clean第803-877行、第868行；Massey对位叙事框架须标注,回查L803-877（1925博览会）与L868（女性化编码）,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-006-CH05-COMMERCIAL\mappings\B0022_章节映射.csv
B0022,5.1,B,V2,art_deco_department_store_commercialization,巴黎百货公司（Bon Marché的Pomone 1923、Galeries Lafayette的La Maîtrise 1921）设立室内装饰部门，以1925年博览会Art Deco房间布置展示，构成风格商业化渠道,clean第875—877行；Waring & Gillow的Modern Art Department（1928）细节在packet报告，clean行号待回查,回查clean第875—877行,ACCEPTED_AS_CORE_SOURCE,D:\Design-history-知识库\教材章节知识模型转换\11_语义复核批次\BATCH-006-CH05-COMMERCIAL\mappings\B0022_章节映射.csv
